date,precip_mm,year
2015-01-05,0,2015
2015-01-06,0,2015
2015-01-07,0,2015
2015-01-08,0,2015
2015-01-09,0,2015
2015-01-10,0,2015
2015-01-11,0,2015
2015-01-12,0,2015
2015-01-13,0,2015
2015-01-14,0,2015
2015-01-15,0,2015
2015-01-16,0,2015
2015-01-17,0,2015
2015-01-18,0,2015
2015-01-19,0.254,2015
2015-01-20,0,2015
2015-01-21,0,2015
2015-01-22,0,2015
2015-01-23,0,2015
2015-01-24,0,2015
2015-01-25,2.032,2015
2015-01-26,0,2015
2015-01-27,0,2015
2015-01-28,0,2015
2015-01-29,0,2015
2015-01-30,0,2015
2015-01-31,1.524,2015
2015-02-01,0,2015
2015-02-02,0,2015
2015-02-03,0,2015
2015-02-04,0,2015
2015-02-05,0,2015
2015-02-06,1.27,2015
2015-02-07,0,2015
2015-02-08,0,2015
2015-02-09,0,2015
2015-02-10,0,2015
2015-02-11,0,2015
2015-02-12,0,2015
2015-02-13,0,2015
2015-02-14,0,2015
2015-02-15,0,2015
2015-02-16,0,2015
2015-02-17,0,2015
2015-02-18,0,2015
2015-02-19,0,2015
2015-02-20,0,2015
2015-02-21,0,2015
2015-02-22,0,2015
2015-02-23,0,2015
2015-02-24,0,2015
2015-02-25,0,2015
2015-02-26,0,2015
2015-02-27,0,2015
2015-02-28,0,2015
2015-03-01,0,2015
2015-03-02,0,2015
2015-03-03,0.254,2015
2015-03-04,0,2015
2015-03-05,0,2015
2015-03-06,0.254,2015
2015-03-07,0,2015
2015-03-08,0,2015
2015-03-09,0,2015
2015-03-10,0,2015
2015-03-11,0,2015
2015-03-12,0,2015
2015-03-13,0,2015
2015-03-14,0,2015
2015-03-15,0,2015
2015-03-16,0,2015
2015-03-17,0,2015
2015-03-18,0,2015
2015-03-19,0,2015
2015-03-20,0,2015
2015-03-21,0,2015
2015-03-22,0,2015
2015-03-23,0.508,2015
2015-03-24,3.556,2015
2015-03-25,1.524,2015
2015-03-26,0,2015
2015-03-27,0,2015
2015-03-28,0,2015
2015-03-29,0.254,2015
2015-03-30,0,2015
2015-03-31,0,2015
2015-04-01,0,2015
2015-04-02,16.764,2015
2015-04-03,0,2015
2015-04-04,0,2015
2015-04-05,0,2015
2015-04-06,1.27,2015
2015-04-07,2.794,2015
2015-04-08,3.81,2015
2015-04-09,7.62,2015
2015-04-10,0,2015
2015-04-11,0,2015
2015-04-12,3.048,2015
2015-04-13,3.81,2015
2015-04-14,0,2015
2015-04-15,0,2015
2015-04-16,0,2015
2015-04-17,0,2015
2015-04-18,21.842,2015
2015-04-19,10.668,2015
2015-04-20,0,2015
2015-04-21,0,2015
2015-04-22,0,2015
2015-04-23,0,2015
2015-04-24,7.62,2015
2015-04-25,4.318,2015
2015-04-26,0,2015
2015-04-27,0,2015
2015-04-28,0,2015
2015-04-29,0,2015
2015-04-30,0,2015
2015-05-01,0.508,2015
2015-05-02,0,2015
2015-05-03,2.794,2015
2015-05-04,2.286,2015
2015-05-05,10.922,2015
2015-05-06,0,2015
2015-05-07,3.81,2015
2015-05-08,0,2015
2015-05-09,0,2015
2015-05-10,3.302,2015
2015-05-11,2.794,2015
2015-05-12,0,2015
2015-05-13,0,2015
2015-05-14,21.336,2015
2015-05-15,0,2015
2015-05-16,3.302,2015
2015-05-17,8.382,2015
2015-05-18,0,2015
2015-05-19,0,2015
2015-05-20,2.286,2015
2015-05-21,0,2015
2015-05-22,0,2015
2015-05-23,0,2015
2015-05-24,19.304,2015
2015-05-25,3.81,2015
2015-05-26,20.066,2015
2015-05-27,0.254,2015
2015-05-28,0,2015
2015-05-29,0,2015
2015-05-30,0.254,2015
2015-05-31,0,2015
2015-06-01,0,2015
2015-06-02,0,2015
2015-06-03,2.286,2015
2015-06-04,0,2015
2015-06-05,0,2015
2015-06-06,0,2015
2015-06-07,12.956,2015
2015-06-08,0,2015
2015-06-09,0,2015
2015-06-10,0,2015
2015-06-11,42.162,2015
2015-06-12,9.652,2015
2015-06-13,1.27,2015
2015-06-14,2.794,2015
2015-06-15,10.16,2015
2015-06-16,0.508,2015
2015-06-17,2.54,2015
2015-06-18,0,2015
2015-06-19,0,2015
2015-06-20,0,2015
2015-06-21,0,2015
2015-06-22,0.762,2015
2015-06-23,0,2015
2015-06-24,69.342,2015
2015-06-25,3.556,2015
2015-06-26,0.508,2015
2015-06-27,0,2015
2015-06-28,5.08,2015
2015-06-29,0,2015
2015-06-30,0,2015
2015-07-01,0,2015
2015-07-02,0,2015
2015-07-03,0,2015
2015-07-04,0,2015
2015-07-05,0,2015
2015-07-06,26.924,2015
2015-07-07,0,2015
2015-07-08,0,2015
2015-07-09,0,2015
2015-07-10,0,2015
2015-07-11,12.448,2015
2015-07-12,0,2015
2015-07-13,0,2015
2015-07-14,0,2015
2015-07-15,5.334,2015
2015-07-16,25.148,2015
2015-07-17,0,2015
2015-07-18,0,2015
2015-07-19,0,2015
2015-07-20,2.794,2015
2015-07-21,0,2015
2015-07-22,0,2015
2015-07-23,0,2015
2015-07-24,0,2015
2015-07-25,0,2015
2015-07-26,5.8420000000000005,2015
2015-07-27,26.418,2015
2015-07-28,40.382,2015
2015-07-29,0,2015
2015-07-30,0,2015
2015-07-31,0,2015
2015-08-01,0,2015
2015-08-02,0.508,2015
2015-08-03,0,2015
2015-08-04,0,2015
2015-08-05,0,2015
2015-08-06,0,2015
2015-08-07,0,2015
2015-08-08,0.508,2015
2015-08-09,72.384,2015
2015-08-10,5.8420000000000005,2015
2015-08-11,0,2015
2015-08-12,0,2015
2015-08-13,0,2015
2015-08-14,0,2015
2015-08-15,0,2015
2015-08-16,0,2015
2015-08-17,16.004,2015
2015-08-18,45.47,2015
2015-08-19,0,2015
2015-08-20,0,2015
2015-08-21,0,2015
2015-08-22,9.144,2015
2015-08-23,1.016,2015
2015-08-24,0,2015
2015-08-25,0,2015
2015-08-26,0,2015
2015-08-27,0.508,2015
2015-08-28,46.222,2015
2015-08-29,0.254,2015
2015-08-30,0,2015
2015-08-31,0,2015
2015-09-01,0,2015
2015-09-02,31.491999999999997,2015
2015-09-03,0,2015
2015-09-04,0,2015
2015-09-05,0,2015
2015-09-06,35.56,2015
2015-09-07,6.35,2015
2015-09-08,0,2015
2015-09-09,0,2015
2015-09-10,0,2015
2015-09-11,0,2015
2015-09-12,0,2015
2015-09-13,0,2015
2015-09-14,0,2015
2015-09-15,0,2015
2015-09-16,0,2015
2015-09-17,20.068,2015
2015-09-18,6.604,2015
2015-09-19,0,2015
2015-09-20,0,2015
2015-09-21,0,2015
2015-09-22,1.016,2015
2015-09-23,2.286,2015
2015-09-24,0,2015
2015-09-25,0,2015
2015-09-26,0,2015
2015-09-27,0,2015
2015-09-28,0.508,2015
2015-09-29,20.574,2015
2015-09-30,0,2015
2015-10-01,0,2015
2015-10-02,0,2015
2015-10-03,0,2015
2015-10-04,0,2015
2015-10-05,0,2015
2015-10-06,0,2015
2015-10-07,0,2015
2015-10-08,0,2015
2015-10-09,0,2015
2015-10-10,0,2015
2015-10-11,0,2015
2015-10-12,0,2015
2015-10-13,0,2015
2015-10-14,0,2015
2015-10-15,0,2015
2015-10-16,0,2015
2015-10-17,0,2015
2015-10-18,0,2015
2015-10-19,0,2015
2015-10-20,0,2015
2015-10-21,5.08,2015
2015-10-22,0,2015
2015-10-23,8.382,2015
2015-10-24,0,2015
2015-10-25,0,2015
2015-10-26,0,2015
2015-10-27,9.906,2015
2015-10-28,1.524,2015
2015-10-29,0,2015
2015-10-30,0.508,2015
2015-10-31,6.096,2015
2015-11-01,0,2015
2015-11-02,0,2015
2015-11-03,0,2015
2015-11-04,0,2015
2015-11-05,0,2015
2015-11-06,0,2015
2015-11-07,0,2015
2015-11-08,0,2015
2015-11-09,0,2015
2015-11-10,0,2015
2015-11-11,10.67,2015
2015-11-12,1.778,2015
2015-11-13,0,2015
2015-11-14,0,2015
2015-11-15,0,2015
2015-11-16,6.096,2015
2015-11-17,4.8260000000000005,2015
2015-11-18,4.318,2015
2015-11-19,0,2015
2015-11-20,0,2015
2015-11-21,0,2015
2015-11-22,2.032,2015
2015-11-23,0,2015
2015-11-24,0,2015
2015-11-25,0,2015
2015-11-26,18.796,2015
2015-11-27,0,2015
2015-11-28,0.254,2015
2015-11-29,0.254,2015
2015-11-30,11.176,2015
2015-12-01,0,2015
2015-12-02,1.016,2015
2015-12-03,0,2015
2015-12-04,0,2015
2015-12-05,0,2015
2015-12-06,0,2015
2015-12-07,0,2015
2015-12-08,0,2015
2015-12-09,0,2015
2015-12-10,0,2015
2015-12-11,0,2015
2015-12-12,4.8260000000000005,2015
2015-12-13,54.104,2015
2015-12-14,38.354,2015
2015-12-15,0,2015
2015-12-16,0.762,2015
2015-12-17,0,2015
2015-12-18,0,2015
2015-12-19,0,2015
2015-12-20,0,2015
2015-12-21,0,2015
2015-12-22,0,2015
2015-12-23,17.018,2015
2015-12-24,0,2015
2015-12-25,0,2015
2015-12-26,5.08,2015
2015-12-27,0,2015
2015-12-28,0,2015
2015-12-29,0,2015
2015-12-30,0,2015
2015-12-31,0,2015
2016-01-01,0.25,2016
2016-01-02,0,2016
2016-01-03,0,2016
2016-01-04,0,2016
2016-01-05,0,2016
2016-01-06,3.05,2016
2016-01-07,2.29,2016
2016-01-08,2.77,2016
2016-01-09,0,2016
2016-01-10,0,2016
2016-01-11,0,2016
2016-01-12,0,2016
2016-01-13,0,2016
2016-01-14,0,2016
2016-01-15,0,2016
2016-01-16,0,2016
2016-01-17,0,2016
2016-01-18,0,2016
2016-01-19,0,2016
2016-01-20,0,2016
2016-01-21,0.76,2016
2016-01-22,0,2016
2016-01-23,0,2016
2016-01-24,0,2016
2016-01-25,0,2016
2016-01-26,0,2016
2016-01-27,0.25,2016
2016-01-28,0,2016
2016-01-29,0,2016
2016-01-30,0,2016
2016-01-31,0,2016
2016-02-01,0.25,2016
2016-02-02,4.07,2016
2016-02-03,0,2016
2016-02-04,0,2016
2016-02-05,0,2016
2016-02-06,0,2016
2016-02-07,2.54,2016
2016-02-08,0,2016
2016-02-09,0,2016
2016-02-10,0,2016
2016-02-11,0,2016
2016-02-12,0,2016
2016-02-13,0,2016
2016-02-14,0,2016
2016-02-15,1.01,2016
2016-02-16,1.53,2016
2016-02-17,0,2016
2016-02-18,0,2016
2016-02-19,0,2016
2016-02-20,0,2016
2016-02-21,0,2016
2016-02-22,0,2016
2016-02-23,0,2016
2016-02-24,0,2016
2016-02-25,0,2016
2016-02-26,0,2016
2016-02-27,0,2016
2016-02-28,0,2016
2016-02-29,0,2016
2016-03-01,0,2016
2016-03-02,0.76,2016
2016-03-03,0,2016
2016-03-04,0,2016
2016-03-05,0,2016
2016-03-06,0,2016
2016-03-07,0,2016
2016-03-08,0,2016
2016-03-09,0,2016
2016-03-10,0,2016
2016-03-11,0,2016
2016-03-12,3.55,2016
2016-03-13,1.3900000000000001,2016
2016-03-14,0,2016
2016-03-15,6.35,2016
2016-03-16,0,2016
2016-03-17,0,2016
2016-03-18,0,2016
2016-03-19,0.5,2016
2016-03-20,0,2016
2016-03-21,0,2016
2016-03-22,0,2016
2016-03-23,11.43,2016
2016-03-24,0,2016
2016-03-25,0,2016
2016-03-26,3.81,2016
2016-03-27,0,2016
2016-03-28,0,2016
2016-03-29,0,2016
2016-03-30,7.609999999999999,2016
2016-03-31,3.81,2016
2016-04-01,16.52,2016
2016-04-02,0,2016
2016-04-03,0,2016
2016-04-04,0,2016
2016-04-05,0,2016
2016-04-06,0.76,2016
2016-04-07,1.77,2016
2016-04-08,0,2016
2016-04-09,0,2016
2016-04-10,0,2016
2016-04-11,0,2016
2016-04-12,0,2016
2016-04-13,0,2016
2016-04-14,0,2016
2016-04-15,0,2016
2016-04-16,0,2016
2016-04-17,0,2016
2016-04-18,2.54,2016
2016-04-19,0.25,2016
2016-04-20,13.21,2016
2016-04-21,2.54,2016
2016-04-22,0,2016
2016-04-23,0,2016
2016-04-24,0,2016
2016-04-25,4.07,2016
2016-04-26,0,2016
2016-04-27,18.28,2016
2016-04-28,1.52,2016
2016-04-29,0.25,2016
2016-04-30,28.96,2016
2016-05-01,4.3,2016
2016-05-02,0,2016
2016-05-03,0,2016
2016-05-04,0,2016
2016-05-05,0,2016
2016-05-06,0,2016
2016-05-07,0,2016
2016-05-08,0.5,2016
2016-05-09,9.899999999999999,2016
2016-05-10,0,2016
2016-05-11,2.0300000000000002,2016
2016-05-12,0,2016
2016-05-13,4.82,2016
2016-05-14,0,2016
2016-05-15,0,2016
2016-05-16,0,2016
2016-05-17,0,2016
2016-05-18,0,2016
2016-05-19,0,2016
2016-05-20,0,2016
2016-05-21,0,2016
2016-05-22,0,2016
2016-05-23,0.25,2016
2016-05-24,4.0600000000000005,2016
2016-05-25,15.24,2016
2016-05-26,7.62,2016
2016-05-27,16,2016
2016-05-28,5.08,2016
2016-05-29,0,2016
2016-05-30,11.68,2016
2016-05-31,16.25,2016
2016-06-01,0,2016
2016-06-02,0,2016
2016-06-03,10.16,2016
2016-06-04,0.25,2016
2016-06-05,0,2016
2016-06-06,0,2016
2016-06-07,0,2016
2016-06-08,0,2016
2016-06-09,0,2016
2016-06-10,0,2016
2016-06-11,0,2016
2016-06-12,0,2016
2016-06-13,0.51,2016
2016-06-14,6.34,2016
2016-06-15,0.25,2016
2016-06-16,0,2016
2016-06-17,0,2016
2016-06-18,0,2016
2016-06-19,0,2016
2016-06-20,0.51,2016
2016-06-21,0,2016
2016-06-22,1.27,2016
2016-06-23,0,2016
2016-06-24,0,2016
2016-06-25,0,2016
2016-06-26,2.02,2016
2016-06-27,0,2016
2016-06-28,0,2016
2016-06-29,0,2016
2016-06-30,0,2016
2016-07-01,0,2016
2016-07-02,0,2016
2016-07-03,0,2016
2016-07-04,0,2016
2016-07-05,0,2016
2016-07-06,8.629999999999999,2016
2016-07-07,10.42,2016
2016-07-08,0,2016
2016-07-09,0,2016
2016-07-10,11.43,2016
2016-07-11,0.25,2016
2016-07-12,18.79,2016
2016-07-13,1.02,2016
2016-07-14,0,2016
2016-07-15,0,2016
2016-07-16,0,2016
2016-07-17,28.43,2016
2016-07-18,37.84,2016
2016-07-19,20.08,2016
2016-07-20,0,2016
2016-07-21,0,2016
2016-07-22,0,2016
2016-07-23,0,2016
2016-07-24,0,2016
2016-07-25,0,2016
2016-07-26,0,2016
2016-07-27,0,2016
2016-07-28,0,2016
2016-07-29,0,2016
2016-07-30,0,2016
2016-07-31,0,2016
2016-08-01,0.76,2016
2016-08-02,8.120000000000001,2016
2016-08-03,0.25,2016
2016-08-04,16.26,2016
2016-08-05,0.25,2016
2016-08-06,0,2016
2016-08-07,0,2016
2016-08-08,0,2016
2016-08-09,0,2016
2016-08-10,5.33,2016
2016-08-11,120.89999999999999,2016
2016-08-12,9.15,2016
2016-08-13,0,2016
2016-08-14,0,2016
2016-08-15,0,2016
2016-08-16,0,2016
2016-08-17,3.04,2016
2016-08-18,0,2016
2016-08-19,15.49,2016
2016-08-20,1.01,2016
2016-08-21,0,2016
2016-08-22,0,2016
2016-08-23,0,2016
2016-08-24,7.36,2016
2016-08-25,0,2016
2016-08-26,1.27,2016
2016-08-27,0,2016
2016-08-28,0,2016
2016-08-29,2.54,2016
2016-08-30,0,2016
2016-08-31,0,2016
2016-09-01,0,2016
2016-09-02,0,2016
2016-09-03,0,2016
2016-09-04,0,2016
2016-09-05,0,2016
2016-09-06,0,2016
2016-09-07,24.650000000000002,2016
2016-09-08,32.25,2016
2016-09-09,6.609999999999999,2016
2016-09-10,0,2016
2016-09-11,0,2016
2016-09-12,0,2016
2016-09-13,3.3,2016
2016-09-14,0,2016
2016-09-15,13.21,2016
2016-09-16,25.65,2016
2016-09-17,0,2016
2016-09-18,0,2016
2016-09-19,0,2016
2016-09-20,0,2016
2016-09-21,0,2016
2016-09-22,41.39,2016
2016-09-23,6.1,2016
2016-09-24,23.62,2016
2016-09-25,6.09,2016
2016-09-26,0,2016
2016-09-27,0,2016
2016-09-28,0,2016
2016-09-29,0,2016
2016-09-30,0,2016
2016-10-01,0,2016
2016-10-02,0,2016
2016-10-03,0,2016
2016-10-04,0.25,2016
2016-10-05,1.77,2016
2016-10-06,1.27,2016
2016-10-07,0,2016
2016-10-08,0,2016
2016-10-09,0,2016
2016-10-10,1.01,2016
2016-10-11,0.25,2016
2016-10-12,1.27,2016
2016-10-13,0,2016
2016-10-14,0,2016
2016-10-15,0,2016
2016-10-16,0.25,2016
2016-10-17,0,2016
2016-10-18,0,2016
2016-10-19,0,2016
2016-10-20,0,2016
2016-10-21,0,2016
2016-10-22,0,2016
2016-10-23,0,2016
2016-10-24,0,2016
2016-10-25,0,2016
2016-10-26,4.57,2016
2016-10-27,0,2016
2016-10-28,0,2016
2016-10-29,0,2016
2016-10-30,0,2016
2016-10-31,0,2016
2016-11-01,0,2016
2016-11-02,0,2016
2016-11-03,0,2016
2016-11-04,0,2016
2016-11-05,0,2016
2016-11-06,0,2016
2016-11-07,0,2016
2016-11-08,0,2016
2016-11-09,0,2016
2016-11-10,0,2016
2016-11-11,0,2016
2016-11-12,0,2016
2016-11-13,0,2016
2016-11-14,0,2016
2016-11-15,0,2016
2016-11-16,0,2016
2016-11-17,0,2016
2016-11-18,0,2016
2016-11-19,0,2016
2016-11-20,0,2016
2016-11-21,0,2016
2016-11-22,17.52,2016
2016-11-23,9.120000000000001,2016
2016-11-24,0,2016
2016-11-25,0,2016
2016-11-26,0,2016
2016-11-27,12.69,2016
2016-11-28,1.02,2016
2016-11-29,0,2016
2016-11-30,0,2016
2016-12-01,0,2016
2016-12-02,0,2016
2016-12-03,1.01,2016
2016-12-04,6.85,2016
2016-12-05,1.52,2016
2016-12-06,0.5,2016
2016-12-07,0,2016
2016-12-08,0,2016
2016-12-09,0,2016
2016-12-10,0,2016
2016-12-11,0.25,2016
2016-12-12,0,2016
2016-12-13,0,2016
2016-12-14,0,2016
2016-12-15,0,2016
2016-12-16,0,2016
2016-12-17,0,2016
2016-12-18,0,2016
2016-12-19,0,2016
2016-12-20,0,2016
2016-12-21,0,2016
2016-12-22,0,2016
2016-12-23,3.81,2016
2016-12-24,0,2016
2016-12-25,18.27,2016
2016-12-26,0,2016
2016-12-27,0,2016
2016-12-28,0,2016
2016-12-29,0,2016
2016-12-30,0,2016
2016-12-31,0,2016
2017-01-01,0,2017
2017-01-02,4.32,2017
2017-01-03,0,2017
2017-01-04,0,2017
2017-01-05,0,2017
2017-01-06,0,2017
2017-01-07,0,2017
2017-01-08,0,2017
2017-01-09,0,2017
2017-01-10,8.629999999999999,2017
2017-01-11,0,2017
2017-01-12,0,2017
2017-01-13,0,2017
2017-01-14,0,2017
2017-01-15,0,2017
2017-01-16,12.459999999999999,2017
2017-01-17,5.6,2017
2017-01-18,0,2017
2017-01-19,0,2017
2017-01-20,1.26,2017
2017-01-21,5.58,2017
2017-01-22,0,2017
2017-01-23,0,2017
2017-01-24,3.55,2017
2017-01-25,5.82,2017
2017-01-26,0,2017
2017-01-27,0,2017
2017-01-28,0,2017
2017-01-29,0.76,2017
2017-01-30,0.51,2017
2017-01-31,0,2017
2017-02-01,0,2017
2017-02-02,0,2017
2017-02-03,0,2017
2017-02-04,0,2017
2017-02-05,0,2017
2017-02-06,0,2017
2017-02-07,0,2017
2017-02-08,0,2017
2017-02-09,0,2017
2017-02-10,0,2017
2017-02-11,0,2017
2017-02-12,0.5,2017
2017-02-13,0,2017
2017-02-14,0,2017
2017-02-15,0,2017
2017-02-16,0,2017
2017-02-17,0,2017
2017-02-18,0,2017
2017-02-19,0,2017
2017-02-20,17.51,2017
2017-02-21,0,2017
2017-02-22,0,2017
2017-02-23,3.55,2017
2017-02-24,11.41,2017
2017-02-25,0,2017
2017-02-26,3.05,2017
2017-02-27,0.25,2017
2017-02-28,0.5,2017
2017-03-01,0.25,2017
2017-03-02,0,2017
2017-03-03,0,2017
2017-03-04,0,2017
2017-03-05,0,2017
2017-03-06,5.33,2017
2017-03-07,0,2017
2017-03-08,0,2017
2017-03-09,0,2017
2017-03-10,0,2017
2017-03-11,0,2017
2017-03-12,2.5300000000000002,2017
2017-03-13,3.8,2017
2017-03-14,2.0300000000000002,2017
2017-03-15,0,2017
2017-03-16,0,2017
2017-03-17,0,2017
2017-03-18,0,2017
2017-03-19,0,2017
2017-03-20,0,2017
2017-03-21,0,2017
2017-03-22,0,2017
2017-03-23,0,2017
2017-03-24,4.82,2017
2017-03-25,22.87,2017
2017-03-26,0,2017
2017-03-27,0,2017
2017-03-28,0,2017
2017-03-29,36.82,2017
2017-03-30,0.51,2017
2017-03-31,0,2017
2017-04-01,0,2017
2017-04-02,0.5,2017
2017-04-03,16.25,2017
2017-04-04,0,2017
2017-04-05,0.25,2017
2017-04-06,0,2017
2017-04-07,0,2017
2017-04-08,0,2017
2017-04-09,0,2017
2017-04-10,0,2017
2017-04-11,0,2017
2017-04-12,0.51,2017
2017-04-13,3.81,2017
2017-04-14,8.370000000000001,2017
2017-04-15,4.57,2017
2017-04-16,0,2017
2017-04-17,0,2017
2017-04-18,2.79,2017
2017-04-19,10.15,2017
2017-04-20,0,2017
2017-04-21,0,2017
2017-04-22,0,2017
2017-04-23,0,2017
2017-04-24,0,2017
2017-04-25,0.25,2017
2017-04-26,0,2017
2017-04-27,0,2017
2017-04-28,9.4,2017
2017-04-29,1.78,2017
2017-04-30,35.8,2017
2017-05-01,14.22,2017
2017-05-02,0,2017
2017-05-03,0,2017
2017-05-04,0,2017
2017-05-05,0,2017
2017-05-06,0,2017
2017-05-07,0,2017
2017-05-08,0,2017
2017-05-09,0,2017
2017-05-10,27.69,2017
2017-05-11,0,2017
2017-05-12,0,2017
2017-05-13,0,2017
2017-05-14,0,2017
2017-05-15,0,2017
2017-05-16,8.38,2017
2017-05-17,22.86,2017
2017-05-18,0.25,2017
2017-05-19,28.7,2017
2017-05-20,9.13,2017
2017-05-21,0,2017
2017-05-22,2.28,2017
2017-05-23,6.09,2017
2017-05-24,7.11,2017
2017-05-25,0,2017
2017-05-26,0,2017
2017-05-27,5.59,2017
2017-05-28,0,2017
2017-05-29,0,2017
2017-05-30,0,2017
2017-05-31,0,2017
2017-06-01,0,2017
2017-06-02,0,2017
2017-06-03,0,2017
2017-06-04,0,2017
2017-06-05,0,2017
2017-06-06,0,2017
2017-06-07,0,2017
2017-06-08,0,2017
2017-06-09,0,2017
2017-06-10,0,2017
2017-06-11,0,2017
2017-06-12,0,2017
2017-06-13,0,2017
2017-06-14,25.14,2017
2017-06-15,0,2017
2017-06-16,4.83,2017
2017-06-17,2.02,2017
2017-06-18,0,2017
2017-06-19,0.25,2017
2017-06-20,0,2017
2017-06-21,0,2017
2017-06-22,24.89,2017
2017-06-23,1.02,2017
2017-06-24,0,2017
2017-06-25,0,2017
2017-06-26,2.29,2017
2017-06-27,0,2017
2017-06-28,9.4,2017
2017-06-29,1.27,2017
2017-06-30,0.76,2017
2017-07-01,0,2017
2017-07-02,0,2017
2017-07-03,0,2017
2017-07-04,0,2017
2017-07-05,0,2017
2017-07-06,0,2017
2017-07-07,0,2017
2017-07-08,0,2017
2017-07-09,0,2017
2017-07-10,0,2017
2017-07-11,0,2017
2017-07-12,21.6,2017
2017-07-13,0,2017
2017-07-14,0,2017
2017-07-15,0,2017
2017-07-16,0,2017
2017-07-17,0,2017
2017-07-18,0,2017
2017-07-19,0,2017
2017-07-20,16,2017
2017-07-21,0.76,2017
2017-07-22,0,2017
2017-07-23,0,2017
2017-07-24,0,2017
2017-07-25,0,2017
2017-07-26,4.32,2017
2017-07-27,0,2017
2017-07-28,0,2017
2017-07-29,0,2017
2017-07-30,0,2017
2017-07-31,0,2017
2017-08-01,22.35,2017
2017-08-02,0.25,2017
2017-08-03,11.17,2017
2017-08-04,0,2017
2017-08-05,0,2017
2017-08-06,0,2017
2017-08-07,0,2017
2017-08-08,0,2017
2017-08-09,0,2017
2017-08-10,0,2017
2017-08-11,0,2017
2017-08-12,0,2017
2017-08-13,0.51,2017
2017-08-14,6.85,2017
2017-08-15,2.8,2017
2017-08-16,1.77,2017
2017-08-17,0,2017
2017-08-18,0.51,2017
2017-08-19,3.05,2017
2017-08-20,6.6,2017
2017-08-21,27.17,2017
2017-08-22,0.25,2017
2017-08-23,0,2017
2017-08-24,0.25,2017
2017-08-25,0.25,2017
2017-08-26,0.51,2017
2017-08-27,0,2017
2017-08-28,0,2017
2017-08-29,0,2017
2017-08-30,0,2017
2017-08-31,0,2017
2017-09-01,0,2017
2017-09-02,0,2017
2017-09-03,0,2017
2017-09-04,0,2017
2017-09-05,0,2017
2017-09-06,0,2017
2017-09-07,0,2017
2017-09-08,0,2017
2017-09-09,0,2017
2017-09-10,0,2017
2017-09-11,0,2017
2017-09-12,0,2017
2017-09-13,0,2017
2017-09-14,0,2017
2017-09-15,0,2017
2017-09-16,2.0300000000000002,2017
2017-09-17,16.509999999999998,2017
2017-09-18,3.81,2017
2017-09-19,0,2017
2017-09-20,0,2017
2017-09-21,0,2017
2017-09-22,0,2017
2017-09-23,0,2017
2017-09-24,0,2017
2017-09-25,20.06,2017
2017-09-26,0.75,2017
2017-09-27,0,2017
2017-09-28,0,2017
2017-09-29,0,2017
2017-09-30,0,2017
2017-10-01,0.25,2017
2017-10-02,11.16,2017
2017-10-03,6.87,2017
2017-10-04,0.25,2017
2017-10-05,2.2800000000000002,2017
2017-10-06,39.35,2017
2017-10-07,37.83,2017
2017-10-08,0,2017
2017-10-09,0,2017
2017-10-10,18.28,2017
2017-10-11,0,2017
2017-10-12,0,2017
2017-10-13,5.83,2017
2017-10-14,16.75,2017
2017-10-15,0.25,2017
2017-10-16,0,2017
2017-10-17,0,2017
2017-10-18,0,2017
2017-10-19,0,2017
2017-10-20,0,2017
2017-10-21,2.04,2017
2017-10-22,0,2017
2017-10-23,0,2017
2017-10-24,0,2017
2017-10-25,0,2017
2017-10-26,0,2017
2017-10-27,0,2017
2017-10-28,0,2017
2017-10-29,2.0300000000000002,2017
2017-10-30,0,2017
2017-10-31,0,2017
2017-11-01,0,2017
2017-11-02,0,2017
2017-11-03,0,2017
2017-11-04,0,2017
2017-11-05,0,2017
2017-11-06,0,2017
2017-11-07,0,2017
2017-11-08,0,2017
2017-11-09,0,2017
2017-11-10,0,2017
2017-11-11,0,2017
2017-11-12,0.76,2017
2017-11-13,0,2017
2017-11-14,0.5,2017
2017-11-15,0.25,2017
2017-11-16,0,2017
2017-11-17,0,2017
2017-11-18,4.82,2017
2017-11-19,0,2017
2017-11-20,0,2017
2017-11-21,0,2017
2017-11-22,0,2017
2017-11-23,0,2017
2017-11-24,0,2017
2017-11-25,0,2017
2017-11-26,0,2017
2017-11-27,0,2017
2017-11-28,0,2017
2017-11-29,0,2017
2017-11-30,0,2017
2017-12-01,0,2017
2017-12-02,0,2017
2017-12-03,0,2017
2017-12-04,0,2017
2017-12-05,0,2017
2017-12-06,0,2017
2017-12-07,0,2017
2017-12-08,0,2017
2017-12-09,0,2017
2017-12-10,0,2017
2017-12-11,0,2017
2017-12-12,0,2017
2017-12-13,0.76,2017
2017-12-14,0,2017
2017-12-15,0,2017
2017-12-16,0,2017
2017-12-17,0,2017
2017-12-18,0,2017
2017-12-19,0,2017
2017-12-20,0,2017
2017-12-21,0,2017
2017-12-22,0,2017
2017-12-23,0,2017
2017-12-24,0,2017
2017-12-25,0,2017
2017-12-26,0,2017
2017-12-27,0,2017
2017-12-28,4.54,2017
2017-12-29,7.35,2017
2017-12-30,0,2017
2017-12-31,0,2017
2018-01-01,0,2018
2018-01-02,0,2018
2018-01-03,0,2018
2018-01-04,0,2018
2018-01-05,0,2018
2018-01-06,0,2018
2018-01-07,0.51,2018
2018-01-08,0,2018
2018-01-09,0,2018
2018-01-10,0,2018
2018-01-11,5.58,2018
2018-01-12,0,2018
