value,ET_daily,DOY,Month,year_id,month_id
8.305652230852854,8.305652230852854,195,2019-07-01,2019,7
7.837109075579789,7.837109075579789,196,2019-07-01,2019,7
6.535070127142811,6.535070127142811,197,2019-07-01,2019,7
4.208478743830638,4.208478743830638,198,2019-07-01,2019,7
7.7845809833193185,7.7845809833193185,199,2019-07-01,2019,7
8.709305811895048,8.709305811895048,200,2019-07-01,2019,7
5.076915422738288,5.076915422738288,201,2019-07-01,2019,7
4.062194363604261,4.062194363604261,202,2019-07-01,2019,7
6.668022067709366,6.668022067709366,203,2019-07-01,2019,7
6.690143159100394,6.690143159100394,204,2019-07-01,2019,7
6.5343057792217225,6.5343057792217225,205,2019-07-01,2019,7
5.053110271845753,5.053110271845753,206,2019-07-01,2019,7
7.682633586740096,7.682633586740096,207,2019-07-01,2019,7
7.553367401651083,7.553367401651083,208,2019-07-01,2019,7
5.378509007380944,5.378509007380944,209,2019-07-01,2019,7
6.807906160780474,6.807906160780474,210,2019-07-01,2019,7
5.75673123656481,5.75673123656481,211,2019-07-01,2019,7
3.998725099449157,3.998725099449157,212,2019-07-01,2019,7
6.016378140375461,6.016378140375461,213,2019-08-01,2019,8
6.050827051104109,6.050827051104109,214,2019-08-01,2019,8
6.609203766857418,6.609203766857418,215,2019-08-01,2019,8
6.455505792137105,6.455505792137105,216,2019-08-01,2019,8
5.80318389155251,5.80318389155251,217,2019-08-01,2019,8
6.6886443637719,6.6886443637719,218,2019-08-01,2019,8
6.671383946020444,6.671383946020444,219,2019-08-01,2019,8
5.780955938592823,5.780955938592823,220,2019-08-01,2019,8
5.897985350919836,5.897985350919836,221,2019-08-01,2019,8
5.348381509079838,5.348381509079838,222,2019-08-01,2019,8
3.3531710480076558,3.3531710480076558,223,2019-08-01,2019,8
3.403747248929617,3.403747248929617,224,2019-08-01,2019,8
6.280383031068154,6.280383031068154,225,2019-08-01,2019,8
4.020112937614838,4.020112937614838,226,2019-08-01,2019,8
4.075407683131465,4.075407683131465,227,2019-08-01,2019,8
5.002758588416788,5.002758588416788,228,2019-08-01,2019,8
4.2107656048440285,4.2107656048440285,229,2019-08-01,2019,8
4.486958273982198,4.486958273982198,230,2019-08-01,2019,8
5.451372763255306,5.451372763255306,231,2019-08-01,2019,8
6.032521052717206,6.032521052717206,232,2019-08-01,2019,8
2.744654011203825,2.744654011203825,233,2019-08-01,2019,8
5.285468002385103,5.285468002385103,234,2019-08-01,2019,8
5.1146356085836135,5.1146356085836135,235,2019-08-01,2019,8
4.692890454951067,4.692890454951067,236,2019-08-01,2019,8
3.0810116518223367,3.0810116518223367,237,2019-08-01,2019,8
3.025915379949467,3.025915379949467,238,2019-08-01,2019,8
5.318481617764437,5.318481617764437,239,2019-08-01,2019,8
5.233846678079542,5.233846678079542,240,2019-08-01,2019,8
5.299779207972074,5.299779207972074,241,2019-08-01,2019,8
4.407211520340061,4.407211520340061,242,2019-08-01,2019,8
2.5247647911514055,2.5247647911514055,243,2019-08-01,2019,8
4.248890066066535,4.248890066066535,244,2019-09-01,2019,9
4.581146316206211,4.581146316206211,245,2019-09-01,2019,9
3.627750416013537,3.627750416013537,246,2019-09-01,2019,9
4.622440842238911,4.622440842238911,247,2019-09-01,2019,9
4.541729630231419,4.541729630231419,248,2019-09-01,2019,9
4.704923818886007,4.704923818886007,249,2019-09-01,2019,9
3.144156868406415,3.144156868406415,250,2019-09-01,2019,9
2.2355234335429146,2.2355234335429146,251,2019-09-01,2019,9
2.45186617208267,2.45186617208267,252,2019-09-01,2019,9
3.8907672548190138,3.8907672548190138,253,2019-09-01,2019,9
4.161268731197365,4.161268731197365,254,2019-09-01,2019,9
3.2200543690930132,3.2200543690930132,255,2019-09-01,2019,9
3.890391414357925,3.890391414357925,256,2019-09-01,2019,9
2.0439890777332694,2.0439890777332694,257,2019-09-01,2019,9
4.4469649383407015,4.4469649383407015,258,2019-09-01,2019,9
3.9863454815073687,3.9863454815073687,259,2019-09-01,2019,9
4.992733719915425,4.992733719915425,260,2019-09-01,2019,9
3.325498264910748,3.325498264910748,261,2019-09-01,2019,9
3.9699610648375927,3.9699610648375927,262,2019-09-01,2019,9
4.366640165175959,4.366640165175959,263,2019-09-01,2019,9
5.0132026875505895,5.0132026875505895,267,2019-09-01,2019,9
2.8794234714423483,2.8794234714423483,268,2019-09-01,2019,9
3.276990700508481,3.276990700508481,269,2019-09-01,2019,9
2.1740972953268054,2.1740972953268054,270,2019-09-01,2019,9
2.96385629790272,2.96385629790272,271,2019-09-01,2019,9
1.3787691397472948,1.3787691397472948,272,2019-09-01,2019,9
3.8782394637891398,3.8782394637891398,273,2019-09-01,2019,9
2.190263743067221,2.190263743067221,274,2019-10-01,2019,10
1.1326514203869893,1.1326514203869893,275,2019-10-01,2019,10
1.880475836955139,1.880475836955139,276,2019-10-01,2019,10
2.071592596368061,2.071592596368061,277,2019-10-01,2019,10
2.179564969731839,2.179564969731839,278,2019-10-01,2019,10
2.3854451437144766,2.3854451437144766,279,2019-10-01,2019,10
2.6250568189617747,2.6250568189617747,280,2019-10-01,2019,10
2.855078206354326,2.855078206354326,281,2019-10-01,2019,10
2.286804266866931,2.286804266866931,282,2019-10-01,2019,10
0.8869483781756528,0.8869483781756528,283,2019-10-01,2019,10
1.2933245426210853,1.2933245426210853,284,2019-10-01,2019,10
2.2520520011725833,2.2520520011725833,285,2019-10-01,2019,10
1.5289293125308012,1.5289293125308012,286,2019-10-01,2019,10
1.8071601680050997,1.8071601680050997,287,2019-10-01,2019,10
2.0594145287768013,2.0594145287768013,288,2019-10-01,2019,10
